id	osmid	x	y
349	2499757467	-73.9394169	40.8417297
350	42435997	-73.9527209	40.8182343
351	2499757469	-73.9392752	40.8420796
352	42436001	-73.9412735	40.8134039
353	42436003	-73.944278	40.8146749
354	42452396	-73.9973576	40.7299438
355	42436014	-74.0080097	40.7232849
356	42436017	-74.0095375	40.7234416
357	595314101	-73.9678102	40.802787
358	42436021	-74.0103391	40.7235239
359	595314103	-73.9677086	40.8029849
360	595314104	-73.9674984	40.8028948
361	42436024	-74.0113646	40.7236291
362	595314119	-73.9746813	40.7962434
363	595314120	-73.974097	40.7965215
364	595314125	-73.9770328	40.7927886
365	42436050	-74.0104958	40.7181153
366	42436055	-74.0102387	40.7194446
367	42436056	-74.0101207	40.7201173
368	42436060	-74.0098818	40.721468
369	42436064	-74.0097659	40.7221396
370	4138911201	-73.9822019	40.74011
371	2093008357	-73.924849	40.8615058
372	42436069	-74.009651	40.7227945
373	42436073	-74.0094239	40.7241027
374	42436083	-74.0092994	40.7247725
375	1773078006	-73.9932044	40.7223344
376	42436088	-74.0090917	40.7260025
377	42436093	-74.008967	40.726746
378	6518638079	-74.0040661	40.7381957
379	246580736	-74.0076496	40.7481843
380	42436097	-74.008845	40.72747
381	42436100	-74.008724	40.728195
382	42452485	-73.925668	40.861259
383	427804166	-73.9986967	40.7587243
384	371197453	-73.9504944	40.7672359
385	42436109	-74.0085943	40.7289084
386	42452495	-73.9206112	40.863121
387	42436115	-74.0083997	40.7296297
388	246580758	-74.0070372	40.7489204
389	42436119	-74.008207	40.730343
390	42436122	-74.008009	40.7310668
391	42436126	-74.0078076	40.7317805
392	2711029280	-73.9629223	40.7583127
393	42436129	-74.0075146	40.7328706
394	427804196	-73.9978758	40.7581825
395	42436134	-74.007344	40.733588
396	42436135	-74.007162	40.734296
397	42436139	-74.0069783	40.7349954
398	427804205	-73.997795	40.7583834
399	42436142	-74.006801	40.7357317
400	42436146	-74.0066187	40.7364224
401	427804211	-73.9983378	40.7583716
402	42436149	-74.006498	40.736957
403	42436152	-74.006487	40.73755
404	42436155	-74.00647	40.7381422
405	246580797	-74.0084826	40.7503864
406	42436159	-74.006449	40.739405
407	42452556	-73.9941033	40.7100939
408	42436178	-74.0139687	40.7070863
409	42452564	-73.9486636	40.8033044
410	42436181	-74.0135999	40.7079832
411	42436184	-74.0132592	40.7087418
412	42436187	-74.0130785	40.7091587
413	42436192	-74.012992	40.709354
414	42436202	-74.0143097	40.7062925
415	42452598	-74.0031527	40.7348912
416	1763608189	-73.9377353	40.8553921
417	4814440062	-73.9252612	40.8613637
418	42452610	-74.008491	40.734094
419	42452613	-74.0100969	40.7338689
420	6289180298	-73.9441529	40.7804972
421	42452620	-74.002744	40.707216
422	42452630	-74.007671	40.704285
423	2302133933	-73.9838144	40.7407867
424	4143875757	-74.0078609	40.7117395
425	42436283	-73.92708	40.851432
426	42436285	-73.9281588	40.8518669
427	42436288	-73.929603	40.852476
428	42436293	-73.932228	40.853582
429	5216470727	-74.0050623	40.7230023
430	42436296	-73.934627	40.854501
431	42436297	-73.9360462	40.8549175
432	486819531	-74.0034826	40.7112711
433	42436301	-73.9378027	40.8554029
434	486819534	-74.0031028	40.7111561
435	486819535	-74.0036669	40.711607
436	42436308	-74.0083433	40.7213301
437	42436313	-74.0106804	40.7215308
438	42452700	-74.0069454	40.7048029
439	42436316	-74.0117703	40.7216343
440	42436322	-74.009201	40.716193
441	42452708	-74.0055072	40.705794
442	42436326	-74.008943	40.717925
443	42436327	-74.0088803	40.7182739
444	42436330	-74.008819	40.718642
445	42436333	-74.008747	40.719029
446	42436335	-74.008699	40.719296
447	1921369840	-73.9390988	40.8515311
448	42436336	-74.0085823	40.7199619
449	42436340	-74.0081187	40.7226441
450	246580982	-74.008536	40.7441719
451	42436353	-74.007669	40.725192
452	42436355	-74.0075547	40.7258538
453	42436359	-74.0074233	40.726601
454	42436364	-74.0073052	40.727328
455	42436369	-74.007203	40.72805
456	42436371	-74.0070745	40.7287662
457	593839894	-73.9996997	40.7589299
458	42436374	-74.0069526	40.7294927
459	42436377	-74.0068382	40.7302239
460	42436381	-74.0067209	40.730945
461	42436384	-74.0066039	40.73167
462	42436390	-74.0064889	40.732425
463	42436393	-74.0063829	40.733055
464	42436396	-74.0062792	40.733743
465	42436400	-74.0061609	40.734439
466	6166333236	-73.973993	40.7462422
467	42436404	-74.0060475	40.735133
468	42436407	-74.0059318	40.735846
469	42436411	-74.0058168	40.7365313
470	279152444	-74.0179459	40.7069912
471	42436414	-74.0057723	40.7371946
472	42436423	-74.0057088	40.7375527
473	42452809	-73.9571722	40.7859848
474	6166333257	-73.9756365	40.7471887
475	6166333258	-73.9756853	40.7470444
476	42452812	-73.9538449	40.784576
477	42436427	-74.00561	40.7381397
478	42452814	-73.946142	40.7813074
479	42436431	-74.0054071	40.7394127
480	42452816	-74.0075333	40.7176679
481	42452817	-74.0062505	40.7170848
482	42436439	-74.0051265	40.7408505
483	486868830	-73.9902109	40.7192474
484	42436475	-73.967039	40.772461
485	42436477	-73.9654336	40.7717839
486	42436481	-73.9637185	40.7710612
487	42436484	-73.9622107	40.7704245
488	42436486	-73.9606044	40.769747
489	42436489	-73.9583631	40.7688015
490	486868873	-73.9904805	40.7193292
491	42452875	-73.97297	40.7583874
492	42436492	-73.9559988	40.7678043
493	42452882	-73.9652347	40.7551237
494	42436510	-73.972099	40.765518
495	42436511	-73.9704968	40.7648423
496	1293174689	-73.977389	40.7421339
497	595462050	-73.9442378	40.8500952
498	42436514	-73.9687667	40.7641179
499	42436516	-73.9672707	40.7634817
500	595462053	-73.9440021	40.8499148
501	2141026502	-73.939948	40.8203116
502	42436519	-73.9656659	40.7628079
503	7137281959	-73.9748309	40.7370606
504	1829177258	-73.9416392	40.8508617
505	7137281963	-73.9749894	40.7370746
506	42436527	-73.9634382	40.7618673
507	42436531	-73.9610636	40.7608639
508	7137281971	-73.9749914	40.7370754
509	42436537	-73.9590068	40.7834682
510	42436539	-73.9574044	40.7827919
511	42436541	-73.9556914	40.7820712
512	42436544	-73.9541758	40.7814292
513	42436546	-73.9525725	40.7807525
514	42436549	-73.9503368	40.7798089
515	42436551	-73.9479669	40.7788085
516	42452936	-73.976483	40.7153027
517	42436556	-73.9433972	40.7768971
518	2075592658	-73.9373385	40.8392951
519	42436563	-73.989938	40.711211
520	42436567	-74.0058148	40.7250234
521	42452951	-73.9627815	40.7783187
522	42452954	-73.9594416	40.7769206
523	277481436	-73.9264184	40.7996994
524	42452956	-73.9517323	40.7736444
525	42436575	-73.9875133	40.7415369
526	4557539295	-73.9888033	40.722915
527	42436578	-73.9858246	40.7408251
528	277481443	-73.9198269	40.7978661
529	42436582	-73.9842643	40.7401675
530	42436586	-73.9826645	40.7394963
531	42452973	-73.983621	40.749724
532	42436590	-73.9804284	40.7385557
533	42452975	-73.998209	40.7558732
534	42436598	-73.978052	40.737554
535	42436604	-73.952073	40.792967
536	42436610	-73.9504733	40.7923122
537	42452994	-74.0150993	40.7064386
538	42436614	-73.948715	40.7915793
539	4207675399	-73.9364514	40.8115152
540	42453000	-73.9688688	40.7501098
541	42436619	-73.9472339	40.7909323
542	42453005	-73.9785019	40.7508018
543	42453007	-73.9745184	40.7491137
544	42436624	-73.9456332	40.7902593
545	42453008	-73.9723066	40.7481834
546	42436627	-73.9433959	40.7893159
547	42453011	-73.9707699	40.747543
548	42436630	-73.9410152	40.7883247
549	42731542	-73.9067151	40.8734029
550	42436637	-73.9501569	40.7955873
551	42436640	-73.9485547	40.7949118
552	42436641	-73.9467963	40.7941882
553	4506716195	-73.9954452	40.7160039
554	42436644	-73.9453255	40.7935499
555	42436647	-73.9437242	40.7928745
556	42436651	-73.941503	40.791908
557	42436653	-73.939132	40.790905
558	42453038	-74.0069347	40.7191185
559	4515465264	-73.9401576	40.8303809
560	4515465265	-73.9311173	40.8687162
561	277481521	-73.9219727	40.7972971
562	42453059	-74.0065862	40.7188732
563	402475097	-74.0086875	40.7423524
564	685164634	-73.9777832	40.7339632
565	42436700	-73.9758287	40.7604168
566	42436701	-73.9742235	40.7597393
567	685164636	-73.9754355	40.7329882
568	42453087	-73.964811	40.753314
569	42436703	-73.9725124	40.7590168
570	42436705	-73.9709918	40.7583747
571	42436707	-73.9693886	40.7577006
572	277481572	-73.9248771	40.799743
573	42436710	-73.967152	40.756766
574	42436714	-73.9647775	40.7557498
575	42436716	-73.962864	40.7549314
576	42436719	-73.9618459	40.7552312
577	42453104	-73.9902032	40.7319645
578	42436724	-73.941318	40.807713
579	42436726	-73.944454	40.809036
580	42436728	-73.9474471	40.8103095
581	4158752889	-74.0007273	40.7090735
582	4158752891	-74.0005951	40.7091641
583	42436734	-73.953129	40.812692
584	42436739	-73.955203	40.813554
585	42436746	-73.9852457	40.7446233
586	42436748	-73.9835731	40.7439209
587	42436751	-73.982012	40.7432609
588	42436753	-73.9804102	40.7425859
589	42436754	-73.9781921	40.7416532
590	42436756	-73.9757972	40.7406395
591	4143859865	-74.0053281	40.7217139
592	42436763	-74.0044354	40.7227417
593	4143859873	-74.0050647	40.7216796
594	42436770	-74.00383	40.723449
595	42453156	-73.9814332	40.7236873
596	42453158	-73.9797155	40.7228841
597	42453160	-73.977346	40.721885
598	42436779	-74.002619	40.72488
599	3858909357	-73.9457366	40.8045514
600	42453166	-73.986623	40.725796
601	2324482224	-73.980768	40.725685
602	42436784	-74.0015804	40.7261286
603	42436788	-74.0005803	40.7273529
604	42453175	-73.9844043	40.724861
605	42453177	-73.982083	40.723882
606	42436793	-73.9986042	40.729686
607	42436796	-73.9980696	40.7302877
608	42453187	-73.974015	40.743095
609	42436806	-73.9332225	40.8449056
610	42436807	-73.934686	40.84552
611	42436812	-73.937313	40.846623
612	3843180751	-73.9180602	40.7966305
613	42453216	-73.9505845	40.8006933
614	42436832	-73.942184	40.847666
615	42453220	-73.949123	40.8026735
616	42453226	-73.9482084	40.8039301
617	3786901738	-73.9817748	40.7464005
618	3786901743	-73.9812632	40.7470509
619	42436848	-74.00102	40.730246
620	42453236	-73.946821	40.8058089
621	42436856	-74.0003713	40.7339701
622	42453241	-73.9459054	40.8070675
623	42453246	-73.9454127	40.8077463
624	373754111	-73.9348588	40.8061691
625	42453251	-73.9440006	40.8096586
626	42453253	-73.9430908	40.8109081
627	42453258	-73.9407852	40.8140745
628	6293735694	-73.9433438	40.8458614
629	3892037906	-73.9875129	40.7300663
630	42436894	-74.0086061	40.7326715
631	486869282	-73.9928443	40.7200465
632	42436899	-74.0098682	40.7324705
633	277481765	-73.9197325	40.7978177
634	42436903	-74.0102359	40.7324182
635	42436911	-73.9642447	40.7763169
636	42436913	-73.9626301	40.7756284
637	42436914	-73.9609039	40.7749175
638	42436917	-73.9593879	40.7742766
639	42436919	-73.9578122	40.7735731
640	42436921	-73.9555371	40.7726454
641	42436922	-73.9531865	40.771655
642	42453310	-73.9872419	40.7388764
643	42436929	-73.917916	40.870923
644	42436930	-73.917009	40.871584
645	42436935	-73.9922554	40.7345291
646	42436939	-73.989868	40.733528
647	42436941	-73.9876833	40.7326041
648	42436942	-73.985444	40.731658
649	42436943	-73.9830644	40.7306534
650	42436944	-73.980858	40.729725
651	42453327	-73.996301	40.724662
652	42436947	-73.978536	40.728746
653	42436949	-73.9773526	40.7282532
654	42436957	-73.9761797	40.7277545
655	42453349	-73.923623	40.867818
656	42436968	-74.0052717	40.7288533
657	42453354	-73.92032	40.869001
658	3834923371	-73.9759664	40.7472487
659	42436971	-73.98384	40.710775
660	2140997997	-73.9357259	40.82764
661	2140997998	-73.9348171	40.8280426
662	42436974	-73.9839123	40.7112964
663	42453365	-73.9772471	40.7192506
664	42436985	-73.9684951	40.791573
665	42436990	-73.9713117	40.7927512
666	42437005	-73.9762353	40.7948301
667	1506445711	-73.962008	40.805526
668	42453395	-74.0136838	40.7137015
669	42453398	-74.0134178	40.7144376
670	42437018	-73.9893654	40.7359491
671	42437021	-73.9889418	40.7365253
672	42453417	-74.0123246	40.7190475
673	42437050	-73.970333	40.7890648
674	42437052	-73.9731431	40.7902424
675	1506445762	-73.9638012	40.807987
676	42437058	-73.9777035	40.7921597
677	42453442	-74.0104027	40.7305689
678	42437067	-73.9833981	40.7185738
679	42437071	-73.9842294	40.7188259
680	42453457	-74.0101602	40.7331448
681	42437074	-73.9850756	40.7190825
682	42437078	-73.9859139	40.7193368
683	42437082	-73.9867535	40.7195914
684	42437084	-73.9875431	40.7198309
685	1506445789	-73.9579303	40.8080464
686	42453468	-74.0100371	40.734543
687	42453472	-74.009834	40.7369494
688	1506445797	-73.9665376	40.8082346
689	42437096	-73.988359	40.7200783
690	1506445808	-73.9661339	40.8047876
691	42437106	-73.9891119	40.7203066
692	42437108	-73.9895903	40.7204518
693	42437109	-73.9898571	40.7205327
694	42437111	-73.9914809	40.7210302
695	42437113	-73.992237	40.721248
696	42437114	-73.9935821	40.7216395
697	1506445821	-73.9593609	40.8061122
698	1506445822	-73.9658556	40.8088436
699	42437118	-73.9799952	40.7175542
700	42437124	-73.9969282	40.7120851
701	246909446	-74.0146369	40.7061126
702	246909454	-74.0160121	40.7071601
703	42437135	-73.996231	40.7092057
704	4202908174	-74.0023601	40.7282339
705	42437142	-73.9610533	40.8068303
706	42453545	-74.0016372	40.7613201
707	42453548	-74.000524	40.7626445
708	42453555	-73.9987161	40.7643304
709	42437174	-73.946462	40.800665
710	42437177	-73.9496203	40.8020161
711	3037153849	-73.9351368	40.7849334
712	42453564	-73.9964487	40.7674367
713	42437188	-73.9568241	40.8050363
714	42453575	-73.954817	40.789205
715	42453577	-73.9514729	40.7878011
716	42437196	-73.9581845	40.8056142
717	42437201	-73.9483242	40.7981332
718	42453586	-73.9282354	40.8571635
719	42437204	-73.9514947	40.7994445
720	277482068	-73.9191176	40.7970685
721	42453591	-73.931475	40.856851
722	42437211	-73.9544844	40.8006945
723	5377706592	-73.9800994	40.7140175
724	42453601	-73.987968	40.723942
725	42437218	-73.9586719	40.802463
726	42453604	-73.985752	40.723009
727	42437222	-73.9629327	40.8042611
728	42437223	-73.967373	40.806127
729	277482087	-73.925191	40.8001183
730	42453607	-73.983444	40.722019
731	4862610026	-73.9700854	40.7596351
732	42453610	-73.9810814	40.7210227
733	42453613	-73.9787205	40.7200008
734	277482094	-73.9231066	40.7931642
735	277482097	-73.9225574	40.7928749
736	42453624	-73.9886534	40.7428254
737	277482105	-73.9185415	40.7967557
738	42453630	-74.003236	40.748974
739	42453638	-73.9269852	40.8679563
740	42437280	-73.9885174	40.7371225
741	42437283	-73.985362	40.7357911
742	42453669	-73.923433	40.868686
743	42437287	-73.9831222	40.7348458
744	42437289	-73.9807369	40.7338271
745	42437300	-73.9736155	40.7845463
746	42437305	-73.9764355	40.7857321
747	42453691	-73.9948341	40.7142167
