,id,x,y,osmid,geometry,highway
0,0,-73.9975944,40.7140611,1773060097,POINT (-73.9975944 40.7140611),residential
1,1,-73.9980743,40.7137811,1773060099,POINT (-73.9980743 40.7137811),secondary
2,2,-73.9615014,40.7602517,6177439749,POINT (-73.9615014 40.7602517),primary
3,3,-73.9692162,40.7634876,6177439750,POINT (-73.96921620000001 40.7634876),secondary
4,4,-73.9694372,40.7635803,6177439752,POINT (-73.9694372 40.7635803),secondary
5,5,-74.0015481,40.7096039,278609934,POINT (-74.00154809999999 40.7096039),primary
6,6,-73.9661155,40.762187,6177439759,POINT (-73.9661155 40.762187),secondary
7,7,-73.9326052,40.864219,42434589,POINT (-73.9326052 40.864219),unclassified
8,8,-73.9937263,40.720932,1773076509,POINT (-73.99372630000001 40.720932),residential
9,9,-73.9939846,40.7202997,1773076511,POINT (-73.9939846 40.7202997),primary
10,10,-73.9941898,40.719922,1773076513,POINT (-73.9941898 40.719922),primary
11,11,-73.9821944,40.7778264,6624493612,POINT (-73.9821944 40.7778264),primary
12,12,-73.9821888,40.7779541,6624493613,POINT (-73.9821888 40.7779541),residential
13,13,-73.9748707,40.7342008,42451018,POINT (-73.9748707 40.7342008),primary
14,14,-74.0106787,40.7298427,246890579,POINT (-74.0106787 40.7298427),trunk
15,15,-74.0135064,40.7069636,4149936235,POINT (-74.0135064 40.7069636),secondary
16,16,-74.0139447,40.7071446,4149936245,POINT (-74.0139447 40.7071446),residential
17,17,-73.9309931,40.8646389,42434722,POINT (-73.93099309999999 40.8646389),unclassified
18,18,-73.972473,40.7427908,42451126,POINT (-73.97247299999999 40.7427908),primary
19,19,-73.9314679,40.8639056,42434780,POINT (-73.9314679 40.8639056),residential
20,20,-74.0121348,40.7089925,1506902240,POINT (-74.0121348 40.7089925),secondary
21,21,-73.9877451,40.7440672,42434800,POINT (-73.9877451 40.7440672),residential
22,22,-73.993813,40.746618,42434807,POINT (-73.993813 40.746618),residential
23,23,-74.0164164,40.7048817,246923513,POINT (-74.0164164 40.7048817),trunk
24,24,-73.9966452,40.7478218,42434810,POINT (-73.9966452 40.7478218),secondary
25,25,-74.0023198,40.7502203,42434821,POINT (-74.0023198 40.7502203),unclassified
26,26,-74.0075669,40.7523939,42434827,POINT (-74.0075669 40.7523939),residential
27,27,-73.983255,40.710816,42434832,POINT (-73.983255 40.710816),secondary
28,28,-73.9833098,40.7113401,42434833,POINT (-73.9833098 40.7113401),residential
29,29,-74.0059661,40.7203782,42434839,POINT (-74.00596609999999 40.7203782),primary
30,30,-74.0064195,40.7204244,42434842,POINT (-74.00641950000001 40.7204244),primary
31,31,-74.006055,40.7244231,4616536348,POINT (-74.006055 40.7244231),residential
32,32,-74.006671,40.7204501,42434845,POINT (-74.006671 40.7204501),primary
33,33,-74.0058541,40.7256907,4616536351,POINT (-74.00585409999999 40.7256907),primary
34,34,-74.0059578,40.7250366,4616536352,POINT (-74.0059578 40.7250366),primary
35,35,-73.974138,40.738185,1632878885,POINT (-73.974138 40.738185),residential
36,36,-74.0056591,40.7200755,42434855,POINT (-74.0056591 40.7200755),tertiary
37,37,-73.9590324,40.7583833,3551756586,POINT (-73.9590324 40.7583833),residential
38,38,-73.9934634,40.7216109,1773076778,POINT (-73.9934634 40.7216109),residential
39,39,-74.0100069,40.7207656,42434871,POINT (-74.01000689999999 40.7207656),residential
40,40,-74.0149206,40.7072065,3574612293,POINT (-74.0149206 40.7072065),motorway_link
41,41,-73.9491739,40.7909541,42434894,POINT (-73.94917390000001 40.7909541),secondary
42,42,-73.9476849,40.7903168,42434895,POINT (-73.9476849 40.7903168),secondary
43,43,-73.9460871,40.7896375,42434898,POINT (-73.9460871 40.7896375),primary
44,44,-73.952522,40.792347,42434904,POINT (-73.952522 40.792347),secondary
45,45,-73.950917,40.791675,42434905,POINT (-73.950917 40.791675),secondary
46,46,-73.941478,40.787692,42434910,POINT (-73.941478 40.787692),primary
47,47,-73.9438642,40.7886856,42434912,POINT (-73.94386419999999 40.7886856),primary
48,48,-73.9735603,40.739037,1632878962,POINT (-73.9735603 40.739037),residential
49,49,-73.9349762,40.8280057,42434935,POINT (-73.93497619999999 40.8280057),primary_link
50,50,-73.9731928,40.7456132,6166413694,POINT (-73.97319280000001 40.7456132),motorway_link
51,51,-73.984076,40.749102,42434946,POINT (-73.984076 40.749102),secondary
52,52,-73.9576339,40.7602241,42451332,POINT (-73.9576339 40.7602241),tertiary
53,53,-73.982473,40.748432,42434948,POINT (-73.982473 40.748432),secondary
54,54,-73.9807612,40.7477162,42434951,POINT (-73.9807612 40.7477162),secondary
55,55,-73.979238,40.747068,42434954,POINT (-73.979238 40.747068),secondary
56,56,-74.0076956,40.7477566,246579597,POINT (-74.00769560000001 40.7477566),trunk
57,57,-73.9776265,40.7463908,42434959,POINT (-73.9776265 40.7463908),primary
58,58,-73.9683152,40.7479295,6166413713,POINT (-73.96831520000001 40.7479295),motorway
59,59,-73.9767914,40.7460357,42434962,POINT (-73.9767914 40.7460357),motorway_link
60,60,-73.9761435,40.7401752,1632878994,POINT (-73.97614350000001 40.7401752),primary
61,61,-73.985642,40.7179463,3630219668,POINT (-73.985642 40.7179463),motorway_link
62,62,-73.975394,40.745442,42434965,POINT (-73.97539399999999 40.745442),primary
63,63,-73.9747494,40.7451721,42434969,POINT (-73.97474939999999 40.7451721),primary
64,64,-73.973024,40.7444495,42434974,POINT (-73.973024 40.7444495),primary
65,65,-74.0159533,40.706677,42451370,POINT (-74.01595330000001 40.706677),motorway
66,66,-73.9947945,40.7693529,247120300,POINT (-73.9947945 40.7693529),trunk
67,67,-73.9355668,40.8417005,42434989,POINT (-73.9355668 40.8417005),secondary
68,68,-74.0164671,40.7050716,42451375,POINT (-74.0164671 40.7050716),trunk_link
69,69,-73.937028,40.842314,42434992,POINT (-73.937028 40.842314),tertiary
70,70,-73.9999657,40.7268876,5799117240,POINT (-73.9999657 40.7268876),residential
71,71,-73.942459,40.844601,42435002,POINT (-73.942459 40.844601),residential
72,72,-73.9913214,40.7194205,486867405,POINT (-73.9913214 40.7194205),residential
73,73,-74.0076525,40.7083571,6262915547,POINT (-74.00765250000001 40.7083571),residential
74,74,-73.9949384,40.7700378,247120348,POINT (-73.9949384 40.7700378),unclassified
75,75,-74.0074464,40.7072268,6262915548,POINT (-74.00744640000001 40.7072268),unclassified
76,76,-73.9921746,40.7196806,486867432,POINT (-73.9921746 40.7196806),residential
77,77,-73.9734571,40.7292368,5145330172,POINT (-73.9734571 40.7292368),unclassified
78,78,-73.9890504,40.7187279,486867459,POINT (-73.9890504 40.7187279),residential
79,79,-73.9898073,40.7189587,486867490,POINT (-73.9898073 40.7189587),residential
80,80,-74.0078318,40.7480596,246579753,POINT (-74.00783180000001 40.7480596),trunk
81,81,-73.9537325,40.8253058,6885524021,POINT (-73.9537325 40.8253058),unclassified
82,82,-73.9882397,40.7184807,486867513,POINT (-73.98823969999999 40.7184807),residential
83,83,-73.9552907,40.8236481,6885524030,POINT (-73.95529070000001 40.8236481),secondary
84,84,-73.9309132,40.8668062,1763787328,POINT (-73.93091320000001 40.8668062),primary
85,85,-73.9874505,40.71824,486867534,POINT (-73.98745049999999 40.71824),primary
86,86,-73.9866261,40.7179497,486867548,POINT (-73.9866261 40.7179497),primary
87,87,-73.9435449,40.8102846,42451564,POINT (-73.94354490000001 40.8102846),residential
88,88,-74.0048445,40.7124759,370705004,POINT (-74.0048445 40.7124759),secondary
89,89,-73.9353154,40.8404757,42435197,POINT (-73.93531539999999 40.8404757),residential
90,90,-73.9360326,40.8410606,42435198,POINT (-73.9360326 40.8410606),secondary
91,91,-73.945052,40.802599,42435207,POINT (-73.945052 40.802599),secondary
92,92,-73.9883784,40.7164713,42451593,POINT (-73.9883784 40.7164713),primary
93,93,-73.9434367,40.801918,42435211,POINT (-73.94343670000001 40.801918),residential
94,94,-73.9854578,40.7220522,42451604,POINT (-73.98545780000001 40.7220522),residential
95,95,-73.9416923,40.8011826,42435222,POINT (-73.9416923 40.8011826),secondary
96,96,-73.9402073,40.8005566,42435230,POINT (-73.9402073 40.8005566),secondary
97,97,-73.9386046,40.7998809,42435231,POINT (-73.93860460000001 40.7998809),primary
98,98,-73.936361,40.798935,42435234,POINT (-73.93636100000001 40.798935),primary
99,99,-73.9339889,40.7979349,42435237,POINT (-73.9339889 40.7979349),primary
100,100,-73.931743,40.796988,42435240,POINT (-73.931743 40.796988),residential
101,101,-73.9801203,40.7705324,42435253,POINT (-73.9801203 40.7705324),secondary
102,102,-73.9249627,40.8610468,6882378422,POINT (-73.92496269999999 40.8610468),primary_link
103,103,-73.9796618,40.7711614,42435257,POINT (-73.9796618 40.7711614),residential
104,104,-73.9792043,40.771789,42435261,POINT (-73.97920430000001 40.771789),secondary
105,105,-74.0150379,40.7098348,246858431,POINT (-74.0150379 40.7098348),residential
106,106,-73.9787421,40.772423,42435264,POINT (-73.97874210000001 40.772423),secondary
107,107,-73.9778392,40.7736617,42435265,POINT (-73.97783920000001 40.7736617),residential
108,108,-73.9773811,40.7742903,42435266,POINT (-73.9773811 40.7742903),secondary
109,109,-74.0146457,40.7111302,246858433,POINT (-74.0146457 40.7111302),trunk
110,110,-73.9941369,40.7142698,42451650,POINT (-73.9941369 40.7142698),secondary
111,111,-73.9769212,40.7749212,42435269,POINT (-73.97692120000001 40.7749212),residential
112,112,-74.0135493,40.715284,246858435,POINT (-74.01354929999999 40.715284),residential
113,113,-73.9764644,40.7755479,42435272,POINT (-73.9764644 40.7755479),secondary
114,114,-73.9759718,40.7762237,42435275,POINT (-73.9759718 40.7762237),secondary
115,115,-73.9930898,40.7179326,42451660,POINT (-73.99308980000001 40.7179326),secondary
116,116,-74.0122755,40.7203353,246858445,POINT (-74.0122755 40.7203353),trunk
117,117,-74.01304,40.7172634,246858448,POINT (-74.01304 40.7172634),residential
118,118,-73.9902395,40.7235015,42451665,POINT (-73.9902395 40.7235015),residential
119,119,-74.0132223,40.7165276,246858449,POINT (-74.0132223 40.7165276),residential
120,120,-73.9750084,40.7775454,42435283,POINT (-73.97500839999999 40.7775454),secondary
121,121,-73.9859541,40.7465291,42451674,POINT (-73.9859541 40.7465291),tertiary
122,122,-73.9745519,40.7781717,42435295,POINT (-73.97455189999999 40.7781717),secondary
123,123,-73.9740852,40.7788119,42435301,POINT (-73.9740852 40.7788119),residential
124,124,-73.9707754,40.7833527,42435308,POINT (-73.97077539999999 40.7833527),secondary
125,125,-74.0149608,40.7048214,588546798,POINT (-74.0149608 40.7048214),primary
126,126,-74.0005305,40.7526895,42451695,POINT (-74.0005305 40.7526895),primary
127,127,-73.967036,40.7884813,42435316,POINT (-73.96703599999999 40.7884813),secondary
128,128,-73.966569,40.7891235,42435317,POINT (-73.96656900000001 40.7891235),residential
129,129,-73.966094,40.7897401,42435319,POINT (-73.966094 40.7897401),secondary
130,130,-73.9656281,40.7903716,42435323,POINT (-73.9656281 40.7903716),residential
131,131,-73.965178,40.7909938,42435328,POINT (-73.96517799999999 40.7909938),secondary
132,132,-73.9749488,40.7203342,42451712,POINT (-73.97494880000001 40.7203342),residential
133,133,-73.9623766,40.794859,42435331,POINT (-73.9623766 40.794859),secondary
134,134,-73.9619156,40.7954892,42435333,POINT (-73.9619156 40.7954892),residential
135,135,-73.9303361,40.8460516,373850887,POINT (-73.93033610000001 40.8460516),motorway
136,136,-73.9614548,40.7961189,42435335,POINT (-73.9614548 40.7961189),secondary
137,137,-73.9609956,40.7967466,42435336,POINT (-73.9609956 40.7967466),residential
138,138,-73.9605349,40.7973764,42435337,POINT (-73.9605349 40.7973764),secondary
139,139,-73.9195831,40.8635998,5890982665,POINT (-73.9195831 40.8635998),primary
140,140,-73.9590861,40.7993567,42435341,POINT (-73.95908609999999 40.7993567),secondary
141,141,-73.9586275,40.7999836,42435343,POINT (-73.95862750000001 40.7999836),secondary
142,142,-73.9583409,40.8003736,42435346,POINT (-73.9583409 40.8003736),secondary
143,143,-73.921232,40.861311,42451736,POINT (-73.921232 40.861311),primary
144,144,-73.9610568,40.8017903,42435359,POINT (-73.96105679999999 40.8017903),tertiary
145,145,-73.9600733,40.8047062,42435360,POINT (-73.9600733 40.8047062),tertiary
146,146,-73.9480717,40.7704171,42451744,POINT (-73.9480717 40.7704171),secondary
147,147,-73.9598269,40.8054364,42435362,POINT (-73.9598269 40.8054364),residential
148,148,-73.9354432,40.8102102,373850916,POINT (-73.93544319999999 40.8102102),residential
149,149,-73.9471185,40.7717169,42451754,POINT (-73.9471185 40.7717169),residential
150,150,-73.9355028,40.8315002,5333189421,POINT (-73.93550279999999 40.8315002),secondary
151,151,-73.9356338,40.8315482,5333189422,POINT (-73.93563380000001 40.8315482),secondary
152,152,-73.9612283,40.8118836,1506591534,POINT (-73.9612283 40.8118836),residential
153,153,-73.9358211,40.831269,5333189424,POINT (-73.9358211 40.831269),secondary_link
154,154,-73.962975,40.7724713,596788016,POINT (-73.962975 40.7724713),secondary
155,155,-73.9621818,40.8105847,1506591536,POINT (-73.9621818 40.8105847),primary
156,156,-73.93585,40.8309866,5333189426,POINT (-73.93585 40.8309866),motorway_link
157,157,-73.9572422,40.8093983,42435380,POINT (-73.9572422 40.8093983),tertiary
158,158,-73.9356973,40.8312125,5333189423,POINT (-73.9356973 40.8312125),secondary
159,159,-73.945267,40.774252,42451766,POINT (-73.945267 40.774252),residential
160,160,-73.9360376,40.8307352,5333189427,POINT (-73.93603760000001 40.8307352),tertiary
161,161,-73.9361611,40.8305472,5333189428,POINT (-73.93616110000001 40.8305472),secondary
162,162,-73.946974,40.799961,42435387,POINT (-73.946974 40.799961),secondary
163,163,-73.9453606,40.7992849,42435388,POINT (-73.9453606 40.7992849),secondary
164,164,-73.944278,40.775608,42451773,POINT (-73.944278 40.775608),residential
165,165,-73.9436045,40.7985675,42435392,POINT (-73.94360450000001 40.7985675),secondary
166,166,-74.0156376,40.7049447,588546882,POINT (-74.01563760000001 40.7049447),residential
167,167,-73.9421168,40.7979504,42435395,POINT (-73.94211679999999 40.7979504),secondary
168,168,-73.9405241,40.797258,42435396,POINT (-73.9405241 40.797258),primary
169,169,-73.9359046,40.7953221,42435400,POINT (-73.9359046 40.7953221),primary
170,170,-73.933647,40.794376,42435403,POINT (-73.93364699999999 40.794376),residential
171,171,-73.9794353,40.7355808,42451787,POINT (-73.97943530000001 40.7355808),primary
172,172,-74.0142449,40.7045237,588546891,POINT (-74.01424489999999 40.7045237),primary
173,173,-73.9612134,40.7648966,5550244687,POINT (-73.96121340000001 40.7648966),primary
174,174,-73.9615991,40.7650445,5550244688,POINT (-73.9615991 40.7650445),secondary
175,175,-73.9615223,40.7651455,5550244689,POINT (-73.9615223 40.7651455),secondary
176,176,-73.918927,40.861142,42435412,POINT (-73.918927 40.861142),tertiary
177,177,-73.920774,40.861936,42435415,POINT (-73.92077399999999 40.861936),primary
178,178,-73.992463,40.748469,42435420,POINT (-73.992463 40.748469),tertiary
179,179,-73.992006,40.749101,42435422,POINT (-73.992006 40.749101),tertiary
180,180,-73.9995926,40.7144649,42435435,POINT (-73.9995926 40.7144649),residential
181,181,-73.9572713,40.7608723,4886250352,POINT (-73.9572713 40.7608723),tertiary
182,182,-73.9985963,40.7171195,42435451,POINT (-73.9985963 40.7171195),primary
183,183,-73.9979382,40.7181633,42435456,POINT (-73.99793819999999 40.7181633),residential
184,184,-73.9103581,40.8743004,1544782721,POINT (-73.9103581 40.8743004),primary
185,185,-73.9083295,40.8757242,1544782730,POINT (-73.90832949999999 40.8757242),residential
186,186,-73.9972983,40.7193413,42435470,POINT (-73.9972983 40.7193413),secondary
187,187,-73.9080206,40.8783047,42746772,POINT (-73.9080206 40.8783047),tertiary
188,188,-73.9957075,40.7233679,42435477,POINT (-73.99570749999999 40.7233679),residential
189,189,-73.9066572,40.876749,1544782747,POINT (-73.9066572 40.876749),tertiary
190,190,-73.995351,40.724072,42435485,POINT (-73.995351 40.724072),residential
191,191,-74.0169087,40.7048317,246858654,POINT (-74.0169087 40.7048317),trunk
192,192,-73.9948703,40.7250181,42435491,POINT (-73.9948703 40.7250181),residential
193,193,-73.9613814,40.7802255,42435497,POINT (-73.96138139999999 40.7802255),secondary
194,194,-73.959774,40.779542,42435499,POINT (-73.959774 40.779542),secondary
195,195,-73.9070878,40.8765175,1544782763,POINT (-73.9070878 40.8765175),primary_link
196,196,-73.9580586,40.7788199,42435504,POINT (-73.9580586 40.7788199),secondary
197,197,-73.9565451,40.7781812,42435509,POINT (-73.9565451 40.7781812),secondary
198,198,-73.9995869,40.7630545,62915509,POINT (-73.9995869 40.7630545),unclassified
199,199,-73.9549422,40.7775056,42435514,POINT (-73.9549422 40.7775056),primary
200,200,-73.9984938,40.7642384,62915514,POINT (-73.99849380000001 40.7642384),secondary
201,201,-73.9527041,40.7765623,42435516,POINT (-73.95270410000001 40.7765623),primary
202,202,-73.997585,40.7654859,62915516,POINT (-73.997585 40.7654859),trunk
203,203,-73.9503323,40.7755591,42435518,POINT (-73.9503323 40.7755591),primary
204,204,-73.9966729,40.7667381,62915521,POINT (-73.99667289999999 40.7667381),secondary
205,205,-73.945728,40.773622,42435522,POINT (-73.945728 40.773622),residential
206,206,-74.0003097,40.7625412,62915525,POINT (-74.0003097 40.7625412),unclassified
207,207,-74.0061172,40.7237608,4602414021,POINT (-74.00611720000001 40.7237608),residential
208,208,-73.9989689,40.7636177,62915527,POINT (-73.99896889999999 40.7636177),secondary
209,209,-73.9980379,40.7648642,62915531,POINT (-73.9980379 40.7648642),residential
210,210,-73.9842427,40.716953,42435534,POINT (-73.9842427 40.716953),residential
211,211,-73.997127,40.7661147,62915536,POINT (-73.99712700000001 40.7661147),secondary
212,212,-73.9825709,40.7164489,42435538,POINT (-73.9825709 40.7164489),residential
213,213,-73.9817109,40.7162008,42435541,POINT (-73.9817109 40.7162008),residential
214,214,-73.9808692,40.7159409,42435544,POINT (-73.9808692 40.7159409),residential
215,215,-73.9274354,40.8571682,42451932,POINT (-73.92743539999999 40.8571682),tertiary
216,216,-74.0010621,40.7619572,62915549,POINT (-74.0010621 40.7619572),primary
217,217,-73.9792045,40.7154372,42435550,POINT (-73.97920449999999 40.7154372),residential
218,218,-73.9783571,40.7151776,42435553,POINT (-73.9783571 40.7151776),residential
219,219,-73.9775766,40.7148601,42435556,POINT (-73.97757660000001 40.7148601),residential
220,220,-73.9090578,40.8772238,42435567,POINT (-73.9090578 40.8772238),residential
221,221,-74.0047793,40.7375429,42435578,POINT (-74.0047793 40.7375429),secondary
222,222,-74.0041378,40.7381289,42435581,POINT (-74.0041378 40.7381289),residential
223,223,-74.0024906,40.7397447,42435596,POINT (-74.0024906 40.7397447),secondary
224,224,-74.0019879,40.7404441,42435598,POINT (-74.0019879 40.7404441),residential
225,225,-74.001555,40.74108,42435599,POINT (-74.001555 40.74108),residential
226,226,-74.0011226,40.7416736,42435603,POINT (-74.0011226 40.7416736),residential
227,227,-74.002124,40.732841,42451987,POINT (-74.00212399999999 40.732841),residential
228,228,-74.0037634,40.7384641,4492821528,POINT (-74.0037634 40.7384641),secondary
229,229,-74.0002679,40.7428467,42435610,POINT (-74.0002679 40.7428467),secondary
230,230,-74.0087845,40.7318701,42452006,POINT (-74.0087845 40.7318701),residential
231,231,-73.9984812,40.7452932,42435624,POINT (-73.9984812 40.7452932),secondary
232,232,-74.0102717,40.7320066,42452008,POINT (-74.0102717 40.7320066),trunk
233,233,-73.9975495,40.74658,42435629,POINT (-73.99754950000001 40.74658),secondary
234,234,-74.0062154,40.7231321,42452015,POINT (-74.0062154 40.7231321),residential
235,235,-73.9970994,40.7471981,42435632,POINT (-73.9970994 40.7471981),residential
236,236,-73.996192,40.748435,42435633,POINT (-73.99619199999999 40.748435),residential
237,237,-73.9939536,40.7515176,42435642,POINT (-73.9939536 40.7515176),secondary
238,238,-74.003768,40.722384,42452026,POINT (-74.00376799999999 40.722384),residential
239,239,-73.9934596,40.7521959,42435644,POINT (-73.99345959999999 40.7521959),primary
240,240,-73.9929759,40.7528582,42435645,POINT (-73.9929759 40.7528582),residential
241,241,-73.9925251,40.7534779,42435646,POINT (-73.99252509999999 40.7534779),secondary
242,242,-73.992079,40.754091,42435650,POINT (-73.992079 40.754091),secondary
243,243,-73.991177,40.75533,42435654,POINT (-73.99117699999999 40.75533),secondary
244,244,-74.002208,40.721621,42452040,POINT (-74.002208 40.721621),secondary
245,245,-73.9907278,40.7559486,42435657,POINT (-73.9907278 40.7559486),residential
246,246,-73.990276,40.756567,42435660,POINT (-73.99027599999999 40.756567),unclassified
247,247,-73.9897914,40.7572335,42435663,POINT (-73.9897914 40.7572335),primary
248,248,-73.9998563,40.7204467,42452048,POINT (-73.9998563 40.7204467),secondary
249,249,-73.9888429,40.7585323,42435671,POINT (-73.98884289999999 40.7585323),secondary
250,250,-73.9956889,40.7187949,42452056,POINT (-73.9956889 40.7187949),secondary
251,251,-73.9879285,40.7597869,42435675,POINT (-73.9879285 40.7597869),secondary
252,252,-73.9403638,40.8540612,60916829,POINT (-73.9403638 40.8540612),motorway_link
253,253,-73.9874753,40.7604088,42435677,POINT (-73.9874753 40.7604088),residential
254,254,-73.9870177,40.7610365,42435680,POINT (-73.9870177 40.7610365),residential
255,255,-73.9938242,40.7181594,42452067,POINT (-73.99382420000001 40.7181594),secondary
256,256,-73.9861011,40.7622941,42435684,POINT (-73.9861011 40.7622941),secondary
257,257,-73.9856481,40.7629156,42435687,POINT (-73.98564810000001 40.7629156),residential
258,258,-73.9907021,40.7172086,42452076,POINT (-73.99070209999999 40.7172086),residential
259,259,-73.9891454,40.7167195,42452084,POINT (-73.9891454 40.7167195),residential
260,260,-73.9851929,40.76354,42435702,POINT (-73.9851929 40.76354),residential
261,261,-73.9847413,40.7641596,42435705,POINT (-73.9847413 40.7641596),secondary
262,262,-74.0084362,40.7447675,246580346,POINT (-74.00843620000001 40.7447675),residential
263,263,-73.9842688,40.7647981,42435707,POINT (-73.9842688 40.7647981),secondary
264,264,-73.9838267,40.7654145,42435710,POINT (-73.98382669999999 40.7654145),residential
265,265,-73.9828727,40.7667157,42435714,POINT (-73.9828727 40.7667157),secondary
266,266,-73.9823991,40.7674049,42435716,POINT (-73.98239909999999 40.7674049),tertiary
267,267,-73.9833355,40.7149335,42452107,POINT (-73.9833355 40.7149335),primary
268,268,-73.97996,40.7139762,42452117,POINT (-73.97996000000001 40.7139762),primary
269,269,-73.9580226,40.8008055,42435736,POINT (-73.95802260000001 40.8008055),secondary
270,270,-73.9577057,40.8012376,42435743,POINT (-73.95770570000001 40.8012376),residential
271,271,-73.957246,40.8018645,42435746,POINT (-73.957246 40.8018645),secondary
272,272,-73.9453927,40.8343132,42452130,POINT (-73.9453927 40.8343132),secondary
273,273,-73.9865384,40.7181209,486868138,POINT (-73.9865384 40.7181209),motorway
274,274,-73.956321,40.803115,42435755,POINT (-73.956321 40.803115),secondary
275,275,-73.955861,40.803744,42435761,POINT (-73.955861 40.803744),residential
276,276,-73.9553661,40.8044249,42435763,POINT (-73.95536610000001 40.8044249),secondary
277,277,-73.933776,40.846763,42452147,POINT (-73.93377599999999 40.846763),secondary
278,278,-73.954874,40.805096,42435766,POINT (-73.954874 40.805096),residential
279,279,-73.953957,40.806353,42435775,POINT (-73.953957 40.806353),residential
280,280,-73.95304,40.80761,42435785,POINT (-73.95304 40.80761),residential
281,281,-73.952585,40.808238,42435794,POINT (-73.952585 40.808238),residential
282,282,-74.0084406,40.7240219,4142105811,POINT (-74.0084406 40.7240219),residential
283,283,-74.0093172,40.7246766,4142105812,POINT (-74.0093172 40.7246766),primary
284,284,-74.0067677,40.7228854,4142105813,POINT (-74.0067677 40.7228854),primary
285,285,-73.9521304,40.8088651,42435802,POINT (-73.9521304 40.8088651),residential
286,286,-73.9516742,40.8094996,42435803,POINT (-73.9516742 40.8094996),residential
287,287,-74.0062107,40.7499808,246580444,POINT (-74.0062107 40.7499808),secondary
288,288,-73.9511777,40.8101762,42435805,POINT (-73.9511777 40.8101762),primary
289,289,-74.0079472,40.7236541,4142105822,POINT (-74.0079472 40.7236541),secondary
290,290,-73.950216,40.811478,42435810,POINT (-73.950216 40.811478),secondary
291,291,-73.9665703,40.7615623,4288677093,POINT (-73.9665703 40.7615623),primary
292,292,-73.949757,40.812103,42435814,POINT (-73.94975700000001 40.812103),residential
293,293,-73.948419,40.813938,42435825,POINT (-73.948419 40.813938),secondary
294,294,-74.0065691,40.7495415,246580466,POINT (-74.00656909999999 40.7495415),secondary
295,295,-74.0060393,40.7119161,1272562931,POINT (-74.0060393 40.7119161),residential
296,296,-73.9494518,40.7700832,4562863353,POINT (-73.94945180000001 40.7700832),residential
297,297,-73.947034,40.81583,42435837,POINT (-73.947034 40.81583),secondary
298,298,-73.946546,40.816502,42435844,POINT (-73.946546 40.816502),tertiary
299,299,-73.946055,40.817175,42435850,POINT (-73.946055 40.817175),residential
300,300,-73.945598,40.8178,42435852,POINT (-73.945598 40.8178),residential
301,301,-73.945141,40.818424,42435856,POINT (-73.94514100000001 40.818424),residential
302,302,-73.944687,40.819047,42435858,POINT (-73.944687 40.819047),secondary
303,303,-73.9437782,40.8202938,42435860,POINT (-73.9437782 40.8202938),secondary
304,304,-73.943322,40.820917,42435861,POINT (-73.94332199999999 40.820917),residential
305,305,-73.942865,40.821542,42435863,POINT (-73.942865 40.821542),residential
306,306,-73.942411,40.822164,42435865,POINT (-73.94241100000001 40.822164),secondary
307,307,-73.9452375,40.8478838,60917021,POINT (-73.9452375 40.8478838),motorway
308,308,-73.941426,40.823507,42435869,POINT (-73.94142600000001 40.823507),secondary
309,309,-73.940971,40.824132,42435873,POINT (-73.940971 40.824132),residential
310,310,-73.940515,40.824757,42435876,POINT (-73.940515 40.824757),secondary
311,311,-73.93986,40.825648,42435880,POINT (-73.93986 40.825648),secondary
312,312,-73.9396033,40.8260002,42435881,POINT (-73.9396033 40.8260002),residential
313,313,-73.9760921,40.7968698,61261100,POINT (-73.9760921 40.7968698),motorway
314,314,-73.939149,40.826626,42435885,POINT (-73.939149 40.826626),tertiary
315,315,-73.976735,40.796025,61261104,POINT (-73.97673500000001 40.796025),motorway
316,316,-73.938692,40.827251,42435891,POINT (-73.938692 40.827251),residential
317,317,-73.9680587,40.8056964,42452276,POINT (-73.9680587 40.8056964),secondary
318,318,-73.938237,40.827877,42435894,POINT (-73.938237 40.827877),residential
319,319,-73.937782,40.8285,42435898,POINT (-73.937782 40.8285),secondary
320,320,-73.9585073,40.8006143,42452290,POINT (-73.95850729999999 40.8006143),secondary
321,321,-73.9971156,40.7128037,42435910,POINT (-73.9971156 40.7128037),residential
322,322,-73.994459,40.713021,42435916,POINT (-73.99445900000001 40.713021),residential
323,323,-73.9936203,40.7130913,42435920,POINT (-73.9936203 40.7130913),residential
324,324,-74.0137888,40.7023934,279151954,POINT (-74.0137888 40.7023934),unclassified
325,325,-73.9901249,40.713382,42435923,POINT (-73.9901249 40.713382),residential
326,326,-73.9923728,40.7131973,42435922,POINT (-73.9923728 40.7131973),primary
327,327,-73.9885984,40.7135074,42435925,POINT (-73.9885984 40.7135074),residential
328,328,-74.0140487,40.7090879,42452310,POINT (-74.0140487 40.7090879),residential
329,329,-73.9870808,40.713635,42435928,POINT (-73.9870808 40.713635),residential
330,330,-74.0145633,40.7104259,6417761624,POINT (-74.01456330000001 40.7104259),residential
331,331,-74.0148642,40.7094458,42452314,POINT (-74.01486420000001 40.7094458),trunk
332,332,-73.9850507,40.7137994,42435931,POINT (-73.9850507 40.7137994),residential
333,333,-73.9508143,40.8208228,42435940,POINT (-73.9508143 40.8208228),secondary
334,334,-73.9529081,40.8217009,42435943,POINT (-73.9529081 40.8217009),residential
335,335,-73.939855,40.8036999,42452330,POINT (-73.93985499999999 40.8036999),residential
