,id,x,y,osmid,geometry,highway
750,750,-73.9921352,40.7144204,42453700,POINT (-73.99213520000001 40.7144204),residential
751,751,-73.9383539,40.8378835,42437319,POINT (-73.9383539 40.8378835),tertiary
752,752,-73.9447121,40.8410394,42437324,POINT (-73.9447121 40.8410394),secondary
753,753,-73.9404158,40.7956106,42453709,POINT (-73.9404158 40.7956106),residential
754,754,-73.938077,40.794588,42453714,POINT (-73.93807700000001 40.794588),residential
755,755,-73.9578259,40.8151611,42453717,POINT (-73.9578259 40.8151611),primary
756,756,-73.98987,40.725582,42437333,POINT (-73.98987 40.725582),primary
757,757,-73.9232689,40.7983308,5871373017,POINT (-73.9232689 40.7983308),motorway_link
758,758,-73.987502,40.724584,42437339,POINT (-73.98750200000001 40.724584),residential
759,759,-73.9234374,40.7926948,277482205,POINT (-73.9234374 40.7926948),tertiary
760,760,-73.985286,40.723649,42437343,POINT (-73.985286 40.723649),secondary
761,761,-73.982964,40.722671,42437346,POINT (-73.982964 40.722671),secondary
762,762,-73.9265489,40.7893899,277482212,POINT (-73.9265489 40.7893899),residential
763,763,-73.9806076,40.7216783,42437349,POINT (-73.9806076 40.7216783),secondary
764,764,-73.978231,40.720674,42437354,POINT (-73.97823099999999 40.720674),secondary
765,765,-73.980888,40.753481,42437358,POINT (-73.98088799999999 40.753481),primary
766,766,-73.9869489,40.7560361,42437363,POINT (-73.9869489 40.7560361),primary
767,767,-73.9926312,40.7584296,42437368,POINT (-73.99263120000001 40.7584296),primary
768,768,-73.9954726,40.7596264,42437371,POINT (-73.9954726 40.7596264),primary
769,769,-73.9520987,40.8221718,42453757,POINT (-73.95209869999999 40.8221718),residential
770,770,-74.0013215,40.7620687,42437379,POINT (-74.0013215 40.7620687),trunk
771,771,-73.9192886,40.796228,277482244,POINT (-73.9192886 40.796228),tertiary
772,772,-73.9793229,40.776739,42437384,POINT (-73.9793229 40.776739),primary
773,773,-74.0061348,40.7194586,42453773,POINT (-74.0061348 40.7194586),residential
774,774,-74.0048352,40.7188593,42453777,POINT (-74.0048352 40.7188593),residential
775,775,-74.0147291,40.7098267,42437396,POINT (-74.0147291 40.7098267),trunk
776,776,-73.9640936,40.7609696,1775176473,POINT (-73.9640936 40.7609696),primary
777,777,-73.963073,40.7606311,1775176474,POINT (-73.96307299999999 40.7606311),motorway
778,778,-74.0163751,40.7100848,42437401,POINT (-74.0163751 40.7100848),residential
779,779,-74.0009198,40.7090515,42453792,POINT (-74.00091980000001 40.7090515),motorway_link
780,780,-74.017553,40.7103718,42437410,POINT (-74.01755300000001 40.7103718),residential
781,781,-73.969365,40.769271,42437423,POINT (-73.969365 40.769271),secondary
782,782,-73.9677605,40.768594,42437425,POINT (-73.9677605 40.768594),secondary
783,783,-73.9660414,40.7678813,42437428,POINT (-73.96604139999999 40.7678813),secondary
784,784,-73.9308781,40.8464252,60918583,POINT (-73.9308781 40.8464252),motorway_link
785,785,-73.9645324,40.7672321,42437433,POINT (-73.9645324 40.7672321),secondary
786,786,-73.9313751,40.8463765,60918586,POINT (-73.9313751 40.8463765),motorway_link
787,787,-73.9629323,40.766557,42437436,POINT (-73.96293230000001 40.766557),primary
788,788,-73.9606918,40.7656116,42437445,POINT (-73.96069180000001 40.7656116),primary
789,789,-74.0047736,40.7084063,673008453,POINT (-74.00477359999999 40.7084063),residential
790,790,-73.9583242,40.7646126,42437451,POINT (-73.95832420000001 40.7646126),primary
791,791,-73.9327916,40.8663173,374475605,POINT (-73.9327916 40.8663173),motorway
792,792,-73.9941417,40.7105573,42437465,POINT (-73.9941417 40.7105573),residential
793,793,-73.9922223,40.7109064,42437472,POINT (-73.99222229999999 40.7109064),primary
794,794,-73.9197336,40.795487,277482339,POINT (-73.9197336 40.795487),tertiary
795,795,-73.9199563,40.7959146,277482344,POINT (-73.9199563 40.7959146),tertiary
796,796,-73.9919796,40.7109418,42437481,POINT (-73.99197959999999 40.7109418),primary
797,797,-73.9897972,40.7112327,42437490,POINT (-73.9897972 40.7112327),residential
798,798,-73.9867387,40.7115356,42437503,POINT (-73.9867387 40.7115356),residential
799,799,-73.9848563,40.7117249,42437505,POINT (-73.9848563 40.7117249),secondary
800,800,-74.0074038,40.7051753,42453902,POINT (-74.00740380000001 40.7051753),primary
801,801,-73.985387,40.737332,42437529,POINT (-73.985387 40.737332),residential
802,802,-74.0033811,40.7538578,6339939226,POINT (-74.0033811 40.7538578),secondary
803,803,-73.9849697,40.737913,42437530,POINT (-73.98496969999999 40.737913),residential
804,804,-73.9395205,40.8492533,60918686,POINT (-73.9395205 40.8492533),motorway
805,805,-74.009984,40.705148,42437536,POINT (-74.009984 40.705148),residential
806,806,-74.0107608,40.7110079,42453934,POINT (-74.0107608 40.7110079),residential
807,807,-73.9974922,40.7139962,42437559,POINT (-73.9974922 40.7139962),primary
808,808,-74.0101303,40.7120904,42453943,POINT (-74.0101303 40.7120904),secondary
809,809,-73.9967552,40.7150269,42437564,POINT (-73.9967552 40.7150269),primary
810,810,-74.0096613,40.7127427,42453952,POINT (-74.0096613 40.7127427),secondary
811,811,-73.9343472,40.8013779,4493020097,POINT (-73.9343472 40.8013779),residential
812,812,-73.9954278,40.7172802,42437580,POINT (-73.9954278 40.7172802),residential
813,813,-73.9399675,40.848994,60918736,POINT (-73.93996749999999 40.848994),motorway_link
814,814,-73.9947975,40.718459,42437589,POINT (-73.9947975 40.718459),primary
815,815,-73.9794069,40.7495663,42453986,POINT (-73.9794069 40.7495663),secondary
816,816,-73.993852,40.7209635,42437605,POINT (-73.993852 40.7209635),residential
817,817,-73.993317,40.7223715,42437608,POINT (-73.993317 40.7223715),primary
818,818,-73.9926626,40.7242393,42437612,POINT (-73.9926626 40.7242393),primary
819,819,-73.9924089,40.7249181,42437613,POINT (-73.9924089 40.7249181),primary
820,820,-73.9754261,40.747879,42453999,POINT (-73.97542610000001 40.747879),residential
821,821,-73.9921271,40.7256721,42437618,POINT (-73.9921271 40.7256721),primary
822,822,-73.9731926,40.7469416,42454006,POINT (-73.9731926 40.7469416),residential
823,823,-73.9716668,40.7463089,42454010,POINT (-73.97166679999999 40.7463089),residential
824,824,-73.9845788,40.748431,42437644,POINT (-73.98457879999999 40.748431),primary
825,825,-73.9906121,40.7510092,42437654,POINT (-73.99061210000001 40.7510092),primary
826,826,-73.9913292,40.7653085,42454042,POINT (-73.9913292 40.7653085),residential
827,827,-73.9963173,40.7534073,42437663,POINT (-73.9963173 40.7534073),primary
828,828,-73.9991479,40.7545998,42437670,POINT (-73.9991479 40.7545998),primary
829,829,-73.934271,40.8590602,5051485223,POINT (-73.934271 40.8590602),tertiary
830,830,-73.9340812,40.8592652,5051485226,POINT (-73.93408119999999 40.8592652),unclassified
831,831,-74.0047906,40.7569672,42437678,POINT (-74.00479060000001 40.7569672),primary
832,832,-73.9340839,40.8594684,5051485234,POINT (-73.9340839 40.8594684),unclassified
833,833,-73.9336557,40.8595401,5051485235,POINT (-73.9336557 40.8595401),unclassified
834,834,-73.986393,40.745921,42437686,POINT (-73.98639300000001 40.745921),tertiary
835,835,-73.9981551,40.7509001,42437688,POINT (-73.99815510000001 40.7509001),primary
836,836,-74.0009843,40.7520763,42437693,POINT (-74.0009843 40.7520763),primary
837,837,-74.0066114,40.7544696,42437699,POINT (-74.0066114 40.7544696),trunk
838,838,-73.938378,40.853537,42454089,POINT (-73.938378 40.853537),residential
839,839,-73.930602,40.851109,42454102,POINT (-73.93060199999999 40.851109),residential
840,840,-73.9330835,40.8066658,5959765086,POINT (-73.9330835 40.8066658),motorway
841,841,-73.9897587,40.7737795,42454120,POINT (-73.9897587 40.7737795),unclassified
842,842,-73.9997105,40.7117846,42437749,POINT (-73.99971050000001 40.7117846),primary
843,843,-73.9986817,40.711879,42437753,POINT (-73.99868170000001 40.711879),secondary
844,844,-73.9943532,40.7123181,42437755,POINT (-73.99435320000001 40.7123181),residential
845,845,-73.983217,40.7166449,5173480571,POINT (-73.983217 40.7166449),residential
846,846,-73.9834203,40.7164701,5173480572,POINT (-73.98342030000001 40.7164701),residential
847,847,-73.9900158,40.7126536,42437763,POINT (-73.99001579999999 40.7126536),residential
848,848,-73.9884926,40.712783,42437768,POINT (-73.9884926 40.712783),residential
849,849,-73.9869401,40.7129076,42437770,POINT (-73.9869401 40.7129076),residential
850,850,-73.9850564,40.713074,42437773,POINT (-73.9850564 40.713074),residential
851,851,-73.9794743,40.7138283,42437786,POINT (-73.97947430000001 40.7138283),residential
852,852,-73.9354957,40.7997805,3931524258,POINT (-73.9354957 40.7997805),residential
853,853,-73.9339751,40.8018752,3931524260,POINT (-73.9339751 40.8018752),residential
854,854,-73.9356919,40.7994992,3931524261,POINT (-73.93569189999999 40.7994992),residential
855,855,-73.9596323,40.801151,5838916777,POINT (-73.9596323 40.801151),secondary
856,856,-73.939325,40.813458,42437801,POINT (-73.939325 40.813458),tertiary
857,857,-73.9599216,40.7822133,42454189,POINT (-73.9599216 40.7822133),residential
858,858,-73.9566043,40.7808117,42454192,POINT (-73.9566043 40.7808117),residential
859,859,-73.948881,40.7775516,42454196,POINT (-73.948881 40.7775516),primary
860,860,-74.0174564,40.7075988,42437819,POINT (-74.0174564 40.7075988),residential
861,861,-73.9739691,40.7310416,42437826,POINT (-73.97396910000001 40.7310416),primary
862,862,-73.9836279,40.7199823,3670609093,POINT (-73.9836279 40.7199823),residential
863,863,-73.9747286,40.7297701,42437830,POINT (-73.97472860000001 40.7297701),primary
864,864,-73.975225,40.7386606,42454214,POINT (-73.97522499999999 40.7386606),residential
865,865,-73.911459,40.8756987,42437834,POINT (-73.91145899999999 40.8756987),residential
866,866,-73.909447,40.876272,42437835,POINT (-73.909447 40.876272),residential
867,867,-73.9877533,40.7778427,42437841,POINT (-73.98775329999999 40.7778427),residential
868,868,-73.9357437,40.8260165,5916527828,POINT (-73.9357437 40.8260165),primary
869,869,-73.9885869,40.7782003,42437845,POINT (-73.9885869 40.7782003),residential
870,870,-73.9666179,40.80414,3579432156,POINT (-73.9666179 40.80414),primary
871,871,-73.9583989,40.8074126,3579432159,POINT (-73.95839890000001 40.8074126),residential
872,872,-73.9576266,40.8086437,3579432160,POINT (-73.9576266 40.8086437),residential
873,873,-73.958727,40.8100023,3579432161,POINT (-73.958727 40.8100023),secondary
874,874,-73.9582719,40.8106294,3579432162,POINT (-73.9582719 40.8106294),residential
875,875,-73.935716,40.852339,42454240,POINT (-73.935716 40.852339),residential
876,876,-73.9895958,40.7415497,42437881,POINT (-73.9895958 40.7415497),secondary
877,877,-74.0087517,40.7430653,246648063,POINT (-74.0087517 40.7430653),secondary_link
878,878,-73.995645,40.744099,42437890,POINT (-73.995645 40.744099),secondary
879,879,-73.9292078,40.8009746,277482762,POINT (-73.9292078 40.8009746),motorway
880,880,-73.997349,40.720705,42432171,POINT (-73.997349 40.720705),residential
881,881,-74.0013688,40.7465084,42437909,POINT (-74.00136879999999 40.7465084),primary
882,882,-74.004168,40.74769,42437914,POINT (-74.00416800000001 40.74769),primary
883,883,-73.9619619,40.79798,42437916,POINT (-73.96196190000001 40.79798),residential
884,884,-73.9633805,40.7985719,42437917,POINT (-73.9633805 40.7985719),primary
885,885,-73.9662127,40.7997711,42437918,POINT (-73.9662127 40.7997711),primary
886,886,-73.933681,40.856783,42454300,POINT (-73.93368100000001 40.856783),residential
887,887,-73.970545,40.80159,42437920,POINT (-73.970545 40.80159),residential
888,888,-73.924385,40.865365,42437921,POINT (-73.924385 40.865365),tertiary
889,889,-73.922498,40.866064,42437923,POINT (-73.922498 40.866064),tertiary
890,890,-73.919215,40.867275,42437925,POINT (-73.91921499999999 40.867275),tertiary
891,891,-73.918414,40.867584,42437926,POINT (-73.918414 40.867584),tertiary
892,892,-73.937635,40.812748,42437928,POINT (-73.937635 40.812748),secondary
893,893,-73.9359874,40.8120663,42437929,POINT (-73.9359874 40.8120663),tertiary
894,894,-73.9349178,40.8116209,42437930,POINT (-73.93491779999999 40.8116209),residential
895,895,-73.9345711,40.8128835,42437932,POINT (-73.9345711 40.8128835),motorway
896,896,-74.0069928,40.7416402,42454325,POINT (-74.00699280000001 40.7416402),secondary
897,897,-73.927781,40.854976,42437942,POINT (-73.927781 40.854976),tertiary
898,898,-73.9304068,40.856077,42437944,POINT (-73.9304068 40.856077),tertiary
899,899,-73.995157,40.7572045,593988920,POINT (-73.99515700000001 40.7572045),motorway_link
900,900,-74.0082131,40.7421318,42454328,POINT (-74.00821310000001 40.7421318),trunk_link
901,901,-73.996351,40.732255,42437949,POINT (-73.996351 40.732255),secondary
902,902,-73.997987,40.732946,42437951,POINT (-73.99798699999999 40.732946),secondary
903,903,-73.9911718,40.717351,42437962,POINT (-73.9911718 40.717351),secondary
904,904,-73.991792,40.7161764,42437965,POINT (-73.991792 40.7161764),primary
905,905,-73.9923771,40.7150492,42437967,POINT (-73.9923771 40.7150492),secondary
906,906,-73.9925559,40.7143903,42437972,POINT (-73.9925559 40.7143903),primary
907,907,-73.9928573,40.7146736,42437978,POINT (-73.9928573 40.7146736),primary
908,908,-73.9928194,40.7143702,42437980,POINT (-73.9928194 40.7143702),primary
909,909,-73.931917,40.849309,42454368,POINT (-73.931917 40.849309),tertiary
910,910,-73.9930446,40.7143531,42437988,POINT (-73.9930446 40.7143531),residential
911,911,-73.9926073,40.715118,42437990,POINT (-73.9926073 40.715118),primary
912,912,-73.9913746,40.7390885,42454378,POINT (-73.9913746 40.7390885),residential
913,913,-73.991418,40.7174257,42437996,POINT (-73.991418 40.7174257),primary
914,914,-74.00596,40.745231,42454381,POINT (-74.00596 40.745231),primary
915,915,-73.9750709,40.7189977,42454391,POINT (-73.97507090000001 40.7189977),primary
916,916,-74.0109997,40.7133321,42454401,POINT (-74.0109997 40.7133321),residential
917,917,-73.93896,40.828986,42438018,POINT (-73.93895999999999 40.828986),tertiary
918,918,-73.9434627,40.8308881,42438024,POINT (-73.9434627 40.8308881),secondary
919,919,-73.9977158,40.7153613,42438034,POINT (-73.99771579999999 40.7153613),residential
920,920,-74.000898,40.725773,42454423,POINT (-74.00089800000001 40.725773),residential
921,921,-74.0079278,40.742541,246648219,POINT (-74.0079278 40.742541),trunk_link
922,922,-73.9712361,40.7877988,42438043,POINT (-73.9712361 40.7877988),primary
923,923,-73.980395,40.754155,42454428,POINT (-73.980395 40.754155),residential
924,924,-73.9740595,40.7889871,42438045,POINT (-73.9740595 40.7889871),primary
925,925,-74.004059,40.713135,4878831008,POINT (-74.004059 40.713135),residential
926,926,-73.994972,40.7603122,42454433,POINT (-73.994972 40.7603122),residential
927,927,-73.9794097,40.7912484,42438052,POINT (-73.97940970000001 40.7912484),secondary
928,928,-73.9805509,40.7109349,370888100,POINT (-73.9805509 40.7109349),motorway
929,929,-73.9823467,40.7108766,370888101,POINT (-73.98234669999999 40.7108766),residential
930,930,-74.0104496,40.7228729,42438060,POINT (-74.0104496 40.7228729),residential
931,931,-73.959493,40.817007,42438066,POINT (-73.95949299999999 40.817007),primary
932,932,-73.9607274,40.8175155,42438068,POINT (-73.9607274 40.8175155),residential
933,933,-74.0023323,40.7067145,3350498747,POINT (-74.00233230000001 40.7067145),primary
934,934,-73.932153,40.800458,42438084,POINT (-73.932153 40.800458),primary
935,935,-73.931602,40.800548,42438090,POINT (-73.931602 40.800548),residential
936,936,-73.9988759,40.7172435,6123654602,POINT (-73.9988759 40.7172435),tertiary
937,937,-73.9624232,40.7614413,593300940,POINT (-73.9624232 40.7614413),secondary
938,938,-73.9742782,40.7457909,42454495,POINT (-73.9742782 40.7457909),secondary
939,939,-73.9600437,40.7980478,42421728,POINT (-73.9600437 40.7980478),secondary
940,940,-73.9614743,40.798645,42421731,POINT (-73.96147430000001 40.798645),residential
941,941,-73.962886,40.7992545,42421737,POINT (-73.962886 40.7992545),primary
942,942,-73.9657046,40.8004313,42421741,POINT (-73.9657046 40.8004313),secondary
943,943,-73.9679942,40.8014007,42421745,POINT (-73.96799420000001 40.8014007),secondary
944,944,-73.9685711,40.8016441,42421749,POINT (-73.96857110000001 40.8016441),secondary
945,945,-73.9700504,40.8022679,42421751,POINT (-73.97005040000001 40.8022679),residential
946,946,-73.984473,40.7426835,42454522,POINT (-73.98447299999999 40.7426835),residential
947,947,-73.9750067,40.7826383,42421769,POINT (-73.97500669999999 40.7826383),primary
948,948,-73.9319765,40.800715,42438153,POINT (-73.9319765 40.800715),primary
949,949,-74.0111931,40.710369,42438155,POINT (-74.0111931 40.710369),residential
950,950,-73.9577454,40.8203348,587861515,POINT (-73.95774539999999 40.8203348),residential
951,951,-73.9778254,40.783828,42421772,POINT (-73.9778254 40.783828),residential
952,952,-73.918564,40.871479,42454538,POINT (-73.918564 40.871479),residential
953,953,-73.9795827,40.7845691,42421775,POINT (-73.97958269999999 40.7845691),primary
954,954,-73.9806779,40.7850311,42421776,POINT (-73.9806779 40.7850311),secondary
955,955,-73.9418352,40.8518137,42438160,POINT (-73.9418352 40.8518137),secondary
956,956,-73.9820114,40.7855935,42421778,POINT (-73.9820114 40.7855935),secondary
957,957,-73.9119113,40.8681625,42454551,POINT (-73.9119113 40.8681625),tertiary
958,958,-73.9313326,40.8593027,42421783,POINT (-73.9313326 40.8593027),primary
959,959,-73.930122,40.858744,42421785,POINT (-73.930122 40.858744),tertiary
960,960,-73.927625,40.859012,42421786,POINT (-73.92762500000001 40.859012),residential
961,961,-73.915183,40.869551,42454553,POINT (-73.915183 40.869551),secondary
962,962,-73.9864142,40.7385281,42438173,POINT (-73.9864142 40.7385281),residential
963,963,-73.9856806,40.7382199,42438174,POINT (-73.98568059999999 40.7382199),tertiary
964,964,-73.926786,40.859944,42421791,POINT (-73.92678600000001 40.859944),tertiary
965,965,-73.9703136,40.7839863,42421800,POINT (-73.9703136 40.7839863),secondary
966,966,-73.9300043,40.8493104,42438186,POINT (-73.93000429999999 40.8493104),secondary
967,967,-73.9731496,40.7851818,42421803,POINT (-73.9731496 40.7851818),primary
968,968,-73.931472,40.849921,42438189,POINT (-73.931472 40.849921),residential
969,969,-73.9759753,40.7863627,42421806,POINT (-73.9759753 40.7863627),residential
970,970,-73.9776927,40.7870877,42421809,POINT (-73.97769270000001 40.7870877),primary
971,971,-73.9788289,40.7875673,42421810,POINT (-73.9788289 40.7875673),secondary
972,972,-73.9788947,40.7155363,3785707059,POINT (-73.9788947 40.7155363),motorway
973,973,-73.934098,40.851021,42438199,POINT (-73.93409800000001 40.851021),tertiary
974,974,-73.9810702,40.7885135,42421820,POINT (-73.9810702 40.7885135),secondary
975,975,-73.976212,40.725326,42421828,POINT (-73.976212 40.725326),residential
976,976,-73.9387583,40.8523449,42438218,POINT (-73.9387583 40.8523449),residential
977,977,-73.9899105,40.7119696,482807376,POINT (-73.98991049999999 40.7119696),residential
978,978,-73.935653,40.844201,42454611,POINT (-73.935653 40.844201),residential
979,979,-73.9598071,40.8187816,42438228,POINT (-73.95980710000001 40.8187816),residential
980,980,-73.939494,40.810209,42438235,POINT (-73.939494 40.810209),residential
981,981,-73.9568104,40.8126165,42421852,POINT (-73.95681039999999 40.8126165),residential
982,982,-73.9426361,40.8115326,42438236,POINT (-73.9426361 40.8115326),secondary
983,983,-73.937494,40.841679,42454622,POINT (-73.937494 40.841679),residential
984,984,-73.9456596,40.8127862,42438240,POINT (-73.9456596 40.8127862),residential
985,985,-73.9598159,40.8138385,42421857,POINT (-73.9598159 40.8138385),residential
986,986,-73.952868,40.815846,42438246,POINT (-73.952868 40.815846),tertiary
987,987,-73.9540766,40.8163558,42438247,POINT (-73.95407659999999 40.8163558),secondary
988,988,-73.960687,40.814192,42421865,POINT (-73.96068699999999 40.814192),residential
989,989,-73.9971597,40.7146482,1773063787,POINT (-73.9971597 40.7146482),primary
990,990,-73.996861,40.7150654,1773063789,POINT (-73.996861 40.7150654),primary
991,991,-73.939155,40.833278,42438255,POINT (-73.939155 40.833278),tertiary
992,992,-73.941109,40.8341102,42438257,POINT (-73.941109 40.8341102),residential
993,993,-74.0089252,40.7311535,42454642,POINT (-74.00892519999999 40.7311535),residential
994,994,-73.9959038,40.7328593,42421877,POINT (-73.99590379999999 40.7328593),residential
995,995,-73.935956,40.817799,42438271,POINT (-73.935956 40.817799),residential
996,996,-73.9991816,40.7341463,42421889,POINT (-73.9991816 40.7341463),secondary
997,997,-73.9377215,40.8185487,42438275,POINT (-73.93772149999999 40.8185487),residential
998,998,-73.960182,40.758037,42454660,POINT (-73.960182 40.758037),secondary
999,999,-73.9333826,40.8065748,373755525,POINT (-73.9333826 40.8065748),motorway_link
1000,1000,-73.9405521,40.8197535,42438281,POINT (-73.9405521 40.8197535),primary
1001,1001,-73.944603,40.821462,42438288,POINT (-73.944603 40.821462),residential
1002,1002,-73.947622,40.822737,42438291,POINT (-73.947622 40.822737),tertiary
1003,1003,-73.9489935,40.8233158,42438292,POINT (-73.9489935 40.8233158),secondary
1004,1004,-73.9496898,40.8236097,42438295,POINT (-73.9496898 40.8236097),residential
1005,1005,-73.9651622,40.7750509,42454679,POINT (-73.96516219999999 40.7750509),secondary
1006,1006,-73.9943576,40.7698656,247123611,POINT (-73.9943576 40.7698656),unclassified
1007,1007,-73.9891608,40.7768337,42438300,POINT (-73.98916079999999 40.7768337),residential
1008,1008,-73.9942154,40.770639,247123612,POINT (-73.9942154 40.770639),residential
1009,1009,-73.9888435,40.7774824,42438301,POINT (-73.9888435 40.7774824),residential
1010,1010,-73.9937554,40.7713252,247123615,POINT (-73.9937554 40.7713252),primary
1011,1011,-73.9883332,40.7789023,42438304,POINT (-73.9883332 40.7789023),residential
1012,1012,-73.9880005,40.7795514,42438306,POINT (-73.9880005 40.7795514),residential
1013,1013,-73.9618303,40.7736493,42454691,POINT (-73.9618303 40.7736493),secondary
1014,1014,-73.954106,40.770399,42454701,POINT (-73.954106 40.770399),primary
1015,1015,-74.0087998,40.704221,42421941,POINT (-74.00879980000001 40.704221),primary
1016,1016,-74.008325,40.703813,42421946,POINT (-74.008325 40.703813),residential
1017,1017,-74.0077787,40.7033242,42421951,POINT (-74.0077787 40.7033242),motorway_link
1018,1018,-73.9932046,40.7727853,247123651,POINT (-73.9932046 40.7727853),unclassified
1019,1019,-74.0089696,40.7041084,42421960,POINT (-74.0089696 40.7041084),primary
1020,1020,-74.0079771,40.7032082,42421965,POINT (-74.00797710000001 40.7032082),motorway_link
1021,1021,-73.9810245,40.7692723,42421969,POINT (-73.9810245 40.7692723),residential
1022,1022,-73.9822548,40.7697921,42421972,POINT (-73.98225480000001 40.7697921),primary
1023,1023,-73.9838467,40.7704805,42421974,POINT (-73.9838467 40.7704805),primary
1024,1024,-74.003874,40.738129,42454742,POINT (-74.003874 40.738129),residential
1025,1025,-73.9753534,40.733105,42438362,POINT (-73.9753534 40.733105),residential
1026,1026,-73.9866896,40.7716682,42421982,POINT (-73.98668960000001 40.7716682),primary
1027,1027,-73.9895487,40.7728658,42421985,POINT (-73.9895487 40.7728658),secondary
1028,1028,-73.9753112,40.7961379,587812578,POINT (-73.97531119999999 40.7961379),secondary
1029,1029,-74.008154,40.7381472,42454758,POINT (-74.008154 40.7381472),residential
1030,1030,-73.9747807,40.7353695,5137747688,POINT (-73.9747807 40.7353695),residential
1031,1031,-73.9679486,40.7872303,42421993,POINT (-73.9679486 40.7872303),secondary
1032,1032,-73.9707848,40.7884319,42421996,POINT (-73.9707848 40.7884319),primary
1033,1033,-73.9736025,40.7896131,42422000,POINT (-73.9736025 40.7896131),residential
1034,1034,-73.9751319,40.7902552,42422006,POINT (-73.97513189999999 40.7902552),residential
1035,1035,-74.0151119,40.705734,3574648567,POINT (-74.01511189999999 40.705734),motorway_link
1036,1036,-73.976449,40.7908141,42422016,POINT (-73.976449 40.7908141),secondary
1037,1037,-73.9786893,40.7917606,42422018,POINT (-73.9786893 40.7917606),secondary
1038,1038,-73.9983091,40.7262337,42448554,POINT (-73.9983091 40.7262337),primary
1039,1039,-74.0158085,40.7115654,42422026,POINT (-74.01580850000001 40.7115654),residential
1040,1040,-74.008893,40.709044,42454795,POINT (-74.008893 40.709044),residential
1041,1041,-74.0143968,40.7110102,42422028,POINT (-74.0143968 40.7110102),unclassified
1042,1042,-74.0060157,40.706146,42454798,POINT (-74.00601570000001 40.706146),primary
1043,1043,-74.0126714,40.7101452,42422035,POINT (-74.0126714 40.7101452),residential
1044,1044,-74.011674,40.709687,42422038,POINT (-74.011674 40.709687),secondary
1045,1045,-74.010542,40.709154,42422042,POINT (-74.010542 40.709154),secondary
1046,1046,-74.009371,40.708614,42422050,POINT (-74.009371 40.708614),residential
1047,1047,-74.008269,40.7077219,42422053,POINT (-74.008269 40.7077219),residential
1048,1048,-73.9756445,40.7971967,587812665,POINT (-73.9756445 40.7971967),motorway
1049,1049,-73.9777036,40.7340765,42438463,POINT (-73.9777036 40.7340765),residential
1050,1050,-73.9334616,40.8016938,42422086,POINT (-73.9334616 40.8016938),secondary
1051,1051,-74.0004737,40.7083535,42438471,POINT (-74.0004737 40.7083535),secondary
1052,1052,-74.0001406,40.7079114,42438476,POINT (-74.00014059999999 40.7079114),primary
1053,1053,-73.9632473,40.7776843,42438485,POINT (-73.96324730000001 40.7776843),secondary
1054,1054,-73.9616294,40.7770011,42438487,POINT (-73.96162940000001 40.7770011),secondary
1055,1055,-73.9599083,40.7762804,42438490,POINT (-73.9599083 40.7762804),secondary
1056,1056,-73.9337698,40.8021434,42422110,POINT (-73.93376979999999 40.8021434),motorway_link
1057,1057,-73.9584018,40.7756382,42438498,POINT (-73.9584018 40.7756382),secondary
1058,1058,-73.9567991,40.7749613,42438503,POINT (-73.9567991 40.7749613),primary
1059,1059,-73.9545593,40.7740155,42438506,POINT (-73.9545593 40.7740155),primary
1060,1060,-73.9318018,40.8635192,42454893,POINT (-73.9318018 40.8635192),residential
1061,1061,-73.9521898,40.7730148,42438509,POINT (-73.9521898 40.7730148),primary
1062,1062,-73.9475897,40.7710722,42438513,POINT (-73.94758969999999 40.7710722),residential
1063,1063,-73.9847869,40.711237,42438529,POINT (-73.9847869 40.711237),secondary
1064,1064,-73.9847108,40.7107224,42438531,POINT (-73.9847108 40.7107224),secondary
1065,1065,-73.9873007,40.7446783,42438544,POINT (-73.98730070000001 40.7446783),secondary
1066,1066,-73.9933621,40.7472363,42438547,POINT (-73.9933621 40.7472363),secondary
1067,1067,-73.9328482,40.8021279,42422168,POINT (-73.9328482 40.8021279),motorway_link
1068,1068,-73.9361454,40.8307831,373772209,POINT (-73.9361454 40.8307831),secondary
1069,1069,-73.9197718,40.8632348,1764626357,POINT (-73.91977180000001 40.8632348),primary
1070,1070,-73.9188694,40.8644347,1764626360,POINT (-73.91886940000001 40.8644347),primary
1071,1071,-73.9199712,40.8633778,1764626362,POINT (-73.91997120000001 40.8633778),primary
1072,1072,-73.9193403,40.8637692,1764626363,POINT (-73.9193403 40.8637692),residential
1073,1073,-73.9310755,40.8006413,42422207,POINT (-73.93107550000001 40.8006413),motorway_link
1074,1074,-73.9839987,40.729373,42454994,POINT (-73.9839987 40.729373),primary
1075,1075,-73.98179,40.728446,42454997,POINT (-73.98179 40.728446),secondary
1076,1076,-73.979469,40.727468,42455007,POINT (-73.97946899999999 40.727468),secondary
1077,1077,-73.9770983,40.7264706,42455013,POINT (-73.97709829999999 40.7264706),secondary
1078,1078,-74.0074126,40.7482137,42422258,POINT (-74.00741259999999 40.7482137),unclassified
1079,1079,-73.993322,40.733304,42455026,POINT (-73.99332200000001 40.733304),residential
1080,1080,-74.002383,40.7064526,42422270,POINT (-74.00238299999999 40.7064526),motorway
1081,1081,-73.9862562,40.7222945,42455039,POINT (-73.9862562 40.7222945),primary
1082,1082,-73.9716337,40.7438673,406048768,POINT (-73.9716337 40.7438673),primary
1083,1083,-74.0150062,40.7047334,3914862593,POINT (-74.0150062 40.7047334),primary
